Order ID,Order Date,Unit Cost,Price,Order Qty,Cost of Sales,Sales,Profit,Channel,Promotion Name,Product Name,Manufacturer,Product Sub Category,Product Category,Region,City,Country,Month
523,2019-05-15,79.63851975,199.95,26,2070.601514,5078.73,3008.128486,Online,Asian Holiday Promotion,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Recording Pen,Audio,Asia,Beijing,China,May
879,2018-12-04,162.9056774,296.0,6,977.4340645,1776.0,798.5659355,Online,No Discount,WWI 4GB Video Recording Pen X200 Red,Wide World Importers,Recording Pen,Audio,Asia,Beijing,China,December
7409,2017-12-02,153.0782218,296.0,12,1836.938662,3552.0,1715.061338,Online,No Discount,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Recording Pen,Audio,Asia,Beijing,China,December
1170,2019-03-02,108.2420856,156.0,20,2164.841712,3120.0,955.1582879,Online,No Discount,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Recording Pen,Audio,Asia,Beijing,China,March
1154,2018-06-04,63.08704151,159.99,26,1640.263079,3991.7505,2351.487421,Online,Asian Holiday Promotion,Contoso DVD 9-Inch Player Portable M300 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China,June
1572,2018-07-17,268.4218818,369.0,9,2415.796936,3321.0,905.2030638,Online,Asian Spring Promotion,SV Car Video LCD7 M7002 Black,Southridge Video,Car Video,TV and Video,Asia,Beijing,China,July
7548,2017-07-27,6.32265692,40.55,18,113.8078246,705.57,591.7621754,Online,Asian Spring Promotion,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Bluetooth Headphones,Audio,Asia,Beijing,China,July
7056,2017-03-02,486.2932397,699.0,10,4862.932397,6990.0,2127.067603,Online,No Discount,WWI Projector 720p LCD56 Black,Wide World Importers,Projectors & Screens,Computers,Asia,Beijing,China,March
657,2018-03-09,87.93825523,219.0,20,1758.765105,4380.0,2621.234895,Online,No Discount,Contoso DVD Recorder L210 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China,March
7059,2017-06-21,104.5067641,186.9,13,1358.587934,2345.595,987.0070662,Online,Asian Holiday Promotion,A. Datum Bridge Digital Camera M300 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China,June
969,2017-11-08,10.49282353,99.99,12,125.9138824,1159.884,1033.970118,Online,Asian Summer Promotion,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Bluetooth Headphones,Audio,Asia,Beijing,China,November
7061,2017-08-02,40.24628025,69.0,36,1448.866089,2373.6,924.7339112,Online,Asian Spring Promotion,Proseware CRT19 E201 White,"Proseware, Inc.",Monitors,Computers,Asia,Beijing,China,August
7740,2017-02-04,39.82159101,299.9,25,995.5397752,7497.5,6501.960225,Online,No Discount,Litware Home Theater System 2.1 Channel E212 Brown,"Litware, Inc.",Home Theater System,TV and Video,Asia,Beijing,China,February
7605,2018-02-25,2.889431582,186.9,10,28.89431582,1869.0,1840.105684,Online,No Discount,A. Datum Bridge Digital Camera M300 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China,February
7069,2016-06-15,34.37380511,129.0,6,206.2428306,735.3,529.0571694,Online,Asian Holiday Promotion,WWI LCD17W E200 White,Wide World Importers,Monitors,Computers,Asia,Beijing,China,June
1755,2016-08-07,63.75475789,67.4,4,255.0190315,215.68,-39.33903155,Online,Asian Spring Promotion,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Bluetooth Headphones,Audio,Asia,Beijing,China,August
7119,2016-07-22,0.522103372,343.0,9,4.698930346,3018.4,3013.70107,Store,North America Spring Promotion,Contoso SLR Camera M145 Blue,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Yakima,United States,July
689,2017-07-27,234.086252,304.0,12,2809.035024,3562.88,753.8449757,Store,European Spring Promotion,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Europe,Cheshire,United Kingdom,July
7015,2018-05-08,68.03647475,102.0,8,544.291798,754.8,210.508202,Store,European Holiday Promotion,Proseware Photo Inkjet Printer E290 Green,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Cheshire,United Kingdom,May
7020,2017-09-14,17.42997532,31.0,12,209.1597038,372.0,162.8402962,Store,European Spring Promotion,Contoso Integrated Business Phone L08 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Cheshire,United Kingdom,September
698,2018-10-22,241.9087418,304.0,20,4838.174835,6080.0,1241.825165,Store,No Discount,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Cle Elum,United States,October
7043,2016-10-08,183.6928528,269.9,15,2755.392792,4048.5,1293.107208,Store,No Discount,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Desktops,Computers,North America,Westminster,Canada,October
7080,2018-05-13,359.5164091,627.0,13,4673.713319,7900.2,3226.486681,Store,North America Holiday Promotion,Fabrikam SLR Camera X149 Blue,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Pittsfield,United States,May
7052,2016-09-18,23.69617072,26.9,5,118.4808536,134.5,16.01914641,Store,No Discount,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Computers Accessories,Computers,North America,Pittsfield,United States,September
7022,2019-04-15,144.8171693,199.95,13,1882.623201,2519.37,636.746799,Store,North America Holiday Promotion,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Recording Pen,Audio,North America,Baytown,United States,April
1260,2016-11-19,1.881348939,12.99,5,9.406744693,64.95,55.54325531,Online,No Discount,Contoso 512MB MP3 Player E51 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany,November
7084,2016-10-07,206.3866155,409.0,10,2063.866155,4090.0,2026.133845,Online,No Discount,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Berlin,Germany,October
7728,2018-02-17,128.7334595,169.99,9,1158.601135,1478.913,320.3118649,Online,European Back-to-Scholl Promotion,"Adventure Works 20"" CRT TV E15 White",Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany,February
416,2016-06-09,152.4262732,310.0,16,2438.82037,4836.0,2397.17963,Online,European Holiday Promotion,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Berlin,Germany,June
273,2018-05-17,39.63631903,77.68,8,317.0905522,574.832,257.7414478,Online,European Holiday Promotion,Contoso 4GB Flash MP3 Player E401 Blue,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany,May
837,2017-12-13,51.04446149,95.95,10,510.4446149,959.5,449.0553851,Online,No Discount,Contoso 4GB Portable MP3 Player M450 Black,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany,December
407,2019-05-21,203.7160035,232.0,16,3259.456056,3433.6,174.1439437,Online,European Holiday Promotion,Contoso 16GB New Generation MP5 Player M1650 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany,May
6990,2019-05-21,9.367645808,44.0,32,299.7646659,1372.8,1073.035334,Online,European Holiday Promotion,SV Keyboard E10 Grey,Southridge Video,Computers Accessories,Computers,Europe,Berlin,Germany,May
7339,2019-03-26,125.1350037,232.0,16,2002.160059,3526.4,1524.239941,Online,European Holiday Promotion,Contoso 16GB New Generation MP5 Player M1650 White,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany,March
161,2017-07-31,41.95297425,47.95,24,1006.871382,1150.8,143.9286181,Online,European Spring Promotion,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Bluetooth Headphones,Audio,Europe,Berlin,Germany,July
7045,2017-05-02,12.93584514,69.0,8,103.4867611,455.4,351.9132389,Online,European Holiday Promotion,Adventure Works CRT19 E10 Black,Adventure Works,Monitors,Computers,Europe,Berlin,Germany,May
840,2018-04-26,165.8605344,165.0,8,1326.884275,1287.0,-39.88427498,Online,European Holiday Promotion,Fabrikam Social Videographer 1/3'' 8.5mm E200 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Berlin,Germany,April
7410,2019-02-07,21.74167523,249.99,9,195.6750771,2199.912,2004.236923,Online,European Back-to-Scholl Promotion,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,Wide World Importers,Bluetooth Headphones,Audio,Europe,Berlin,Germany,February
7280,2018-06-09,43.48670854,199.95,9,391.3803768,1769.5575,1378.177123,Store,North America Spring Promotion,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Recording Pen,Audio,Europe,Cambridge,United Kingdom,June
7682,2017-01-29,5.100710544,14.52,5,25.50355272,72.6,47.09644728,Store,No Discount,Contoso 1G MP3 Player E100 White,"Contoso, Ltd",MP4&MP3,Audio,Asia,Ashgabat,Turkmenistan,January
1472,2017-06-05,33.54722946,1600.0,13,436.113983,20080.0,19643.88602,Store,Asian Holiday Promotion,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Ashgabat,Turkmenistan,June
931,2017-12-07,6.651236879,21.57,12,79.81484255,258.84,179.0251575,Reseller,North America Back-to-School Promotion,Contoso 2G MP3 Player E200 Silver,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States,December
680,2017-09-20,13.25229733,21.57,20,265.0459465,431.4,166.3540535,Reseller,No Discount,Contoso 2G MP3 Player E200 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States,September
7374,2019-05-25,12.58895676,699.0,13,163.6564378,8947.2,8783.543562,Reseller,North America Holiday Promotion,Adventure Works Laptop15 M1501 Red,Adventure Works,Laptops,Computers,North America,Seattle,United States,May
329,2018-01-18,123.546936,229.0,12,1482.563232,2748.0,1265.436768,Reseller,North America Back-to-School Promotion,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Seattle,United States,January
1501,2017-12-01,53.91874622,77.68,12,647.0249546,932.16,285.1350454,Reseller,North America Back-to-School Promotion,Contoso 4GB Flash MP3 Player E401 White,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States,December
7327,2018-05-10,482.4752869,599.0,13,6272.178729,7667.2,1395.021271,Reseller,North America Holiday Promotion,Litware Home Theater System 5.1 Channel M514 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,Seattle,United States,May
6983,2018-02-27,93.62112684,134.0,24,2246.907044,3175.8,928.8929558,Reseller,North America Back-to-School Promotion,Contoso 8GB MP3 Player new model M820 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States,February
7088,2018-02-25,27.11312269,499.9,24,650.7149445,11847.63,11196.91506,Reseller,North America Back-to-School Promotion,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,North America,Seattle,United States,February
890,2017-02-28,278.8407935,499.9,72,20076.53713,35642.87,15566.33287,Reseller,North America Back-to-School Promotion,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,North America,Seattle,United States,February
7109,2018-07-13,78.63610848,326.0,18,1415.449953,5802.8,4387.350047,Reseller,North America Spring Promotion,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Laptops,Computers,North America,Seattle,United States,July
939,2018-03-13,117.2014532,255.0,10,1172.014532,2550.0,1377.985468,Reseller,No Discount,Contoso 32GB Video MP3 Player M3200 Pink,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States,March
7338,2017-09-09,93.34483525,95.95,20,1866.896705,1919.0,52.1032951,Reseller,No Discount,Contoso 4GB Portable MP3 Player M450 White,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States,September
1337,2017-06-26,91.97773728,290.0,9,827.7996355,2610.0,1782.200364,Reseller,North America Spring Promotion,A. Datum Super-zoom Digital Camera X300 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Seattle,United States,June
7261,2016-12-30,6.237934042,25.69,18,112.2828128,447.006,334.7231872,Reseller,North America Back-to-School Promotion,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Bluetooth Headphones,Audio,North America,Seattle,United States,December
722,2017-05-19,4.662325784,4.74,120,559.4790941,567.852,8.372905864,Reseller,North America Holiday Promotion,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Seattle,United States,May
7073,2018-07-09,0.079044671,109.99,18,1.422804077,1974.3205,1972.897696,Reseller,North America Spring Promotion,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Seattle,United States,July
995,2018-08-21,85.63653707,115.0,18,1541.457667,2035.5,494.0423328,Reseller,North America Spring Promotion,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Bluetooth Headphones,Audio,North America,Seattle,United States,August
1259,2018-10-25,33.59423366,115.0,10,335.9423366,1150.0,814.0576634,Reseller,No Discount,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,Bluetooth Headphones,Audio,North America,Seattle,United States,October
374,2019-03-21,13.95447219,21.57,20,279.0894438,431.4,152.3105562,Online,No Discount,Contoso 2G MP3 Player E200 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,Bethesda,United States,March
7101,2018-10-05,529.7102288,1580.0,30,15891.30686,47400.0,31508.69314,Online,No Discount,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Bethesda,United States,October
1147,2017-06-18,68.84563964,310.0,9,619.6107568,2728.0,2108.389243,Online,North America Spring Promotion,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Bethesda,United States,June
1344,2017-07-31,68.53749817,109.95,9,616.8374835,978.555,361.7175165,Online,North America Spring Promotion,Contoso 8GB Super-Slim MP3/Video Player M800 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,Bethesda,United States,July
7095,2018-01-15,169.9818294,229.9,96,16318.25562,21886.48,5568.224381,Online,North America Back-to-School Promotion,WWI Desktop PC1.80 E1800 White,Wide World Importers,Desktops,Computers,North America,Bethesda,United States,January
1051,2019-05-29,33.15829832,134.0,13,431.0578782,1715.2,1284.142122,Online,North America Holiday Promotion,Contoso 8GB MP3 Player new model M820 Yellow,"Contoso, Ltd",MP4&MP3,Audio,North America,Bethesda,United States,May
7111,2017-06-04,9.437311288,11.5,9,84.9358016,103.5,18.5641984,Online,North America Spring Promotion,Contoso Desktop Alternative Bundle E200 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Bethesda,United States,June
7221,2018-04-05,252.4239661,326.0,26,6563.023119,7954.4,1391.376881,Online,North America Holiday Promotion,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Laptops,Computers,North America,Bethesda,United States,April
552,2018-05-24,323.5690868,326.0,13,4206.398128,3977.2,-229.1981282,Online,North America Holiday Promotion,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Laptops,Computers,North America,Bethesda,United States,May
7550,2016-11-24,50.34247337,290.0,30,1510.274201,8700.0,7189.725799,Online,No Discount,A. Datum Super-zoom Digital Camera X300 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Bethesda,United States,November
6999,2017-12-16,75.69830335,188.0,12,908.3796402,2199.6,1291.22036,Online,North America Back-to-School Promotion,"Fabrikam Social Videographer 1"" 25mm E400 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Bethesda,United States,December
7003,2016-11-11,57.50595119,139.0,10,575.0595119,1390.0,814.9404881,Online,No Discount,Contoso Screen 85in E085 Black,"Contoso, Ltd",Projectors & Screens,Computers,North America,Bethesda,United States,November
7008,2018-07-17,20.67950403,39.99,18,372.2310726,709.8225,337.5914274,Online,North America Spring Promotion,Contoso Electronic Private Automatic Branch Exchange M90 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Bethesda,United States,July
7016,2018-04-10,77.34140494,259.0,52,4021.753057,13416.2,9394.446943,Online,North America Holiday Promotion,SV Car Video TFT6.2W E6281 Silver,Southridge Video,Car Video,TV and Video,North America,Bethesda,United States,April
1518,2017-03-17,35.21344421,47.95,10,352.1344421,479.5,127.3655579,Online,No Discount,NT Wireless Bluetooth Stereo Headphones E102 Black,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States,March
61,2016-07-18,101.8589365,269.9,12,1222.307239,3225.305,2002.997761,Online,North America Spring Promotion,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Desktops,Computers,North America,Bethesda,United States,July
7057,2017-05-05,126.0605019,219.0,26,3277.573049,5431.2,2153.626951,Online,North America Holiday Promotion,Contoso DVD Recorder L210 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States,May
1588,2018-10-26,57.58531225,149.99,10,575.8531225,1499.9,924.0468775,Online,No Discount,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States,October
1142,2018-09-12,74.89891042,149.99,20,1497.978208,2999.8,1501.821792,Online,No Discount,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States,September
7517,2016-09-09,92.91689467,299.9,5,464.5844734,1499.5,1034.915527,Online,No Discount,Litware Home Theater System 2.1 Channel E212 Brown,"Litware, Inc.",Home Theater System,TV and Video,North America,Bethesda,United States,September
1707,2018-02-17,49.55953071,109.99,12,594.7143685,1286.883,692.1686315,Online,North America Back-to-School Promotion,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States,February
6995,2017-04-13,35.98476064,190.0,4,143.9390426,760.0,616.0609574,Store,European Holiday Promotion,Contoso Screen 100in E010 Black,"Contoso, Ltd",Projectors & Screens,Computers,Europe,Leeds,United Kingdom,April
878,2018-01-06,17.38732085,21.57,12,208.6478503,256.683,48.03514975,Store,North America Back-to-School Promotion,Contoso 2G MP3 Player E200 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,Madison,United States,January
7030,2017-03-10,2.417236989,21.57,5,12.08618494,107.85,95.76381506,Store,No Discount,Contoso 2G MP3 Player E200 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Plattsburgh,United States,March
7036,2017-04-17,141.8744982,369.0,13,1844.368477,4649.4,2805.031523,Store,North America Holiday Promotion,SV Car Video LCD7 M7002 Black,Southridge Video,Car Video,TV and Video,North America,Plattsburgh,United States,April
6977,2016-12-24,260.0038933,310.0,20,5200.077865,6200.0,999.9221347,Reseller,No Discount,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Paris,France,December
536,2018-09-30,100.8907658,190.0,24,2421.37838,4560.0,2138.62162,Reseller,European Spring Promotion,Contoso Screen 100in E010 Black,"Contoso, Ltd",Projectors & Screens,Computers,Europe,Paris,France,September
347,2017-04-17,122.8126246,149.95,8,982.5009965,1079.64,97.13900347,Reseller,European Holiday Promotion,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Recording Pen,Audio,Europe,Paris,France,April
7482,2019-02-08,43.74148544,156.0,18,787.3467378,2776.8,1989.453262,Reseller,European Back-to-Scholl Promotion,WWI 1GB Digital Voice Recorder Pen E100 White,Wide World Importers,Recording Pen,Audio,Europe,Paris,France,February
7393,2017-01-25,231.3916423,699.0,9,2082.524781,6221.1,4138.575219,Reseller,European Back-to-Scholl Promotion,WWI Projector 720p LCD56 Black,Wide World Importers,Projectors & Screens,Computers,Europe,Paris,France,January
7074,2018-08-18,266.9780192,281.0,6,1601.868115,1626.99,25.12188455,Reseller,European Spring Promotion,A. Datum Consumer Digital Camera E100 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,Paris,France,August
7248,2018-01-24,53.35446719,115.0,9,480.1902047,1012.0,531.8097953,Reseller,European Back-to-Scholl Promotion,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Bluetooth Headphones,Audio,Europe,Paris,France,January
7443,2017-12-19,283.2016508,310.0,12,3398.41981,3720.0,321.5801899,Store,No Discount,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Sydney,Australia,December
7249,2019-02-17,51.79231585,59.99,18,932.2616853,1067.822,135.5603147,Store,European Back-to-Scholl Promotion,Contoso 4G MP3 Player E400 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Ramstein,Germany,February
543,2017-06-01,65.65384215,95.95,8,525.2307372,690.84,165.6092628,Store,European Holiday Promotion,Contoso 4GB Portable MP3 Player M450 Yellow,"Contoso, Ltd",MP4&MP3,Audio,Europe,Ramstein,Germany,June
7644,2016-11-03,33.9762466,44.0,5,169.881233,220.0,50.11876701,Store,No Discount,SV Keyboard E10 Grey,Southridge Video,Computers Accessories,Computers,Europe,Ramstein,Germany,November
729,2016-07-04,7.592818287,308.0,12,91.11381944,3631.32,3540.206181,Store,European Spring Promotion,The Phone Company Touch Screen Phones Capacitive M908 Black,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Ramstein,Germany,July
7104,2018-06-30,534.6278676,763.51,13,6950.162279,9925.63,2975.467721,Store,Asian Holiday Promotion,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Televisions,TV and Video,Asia,Sydney,Australia,June
6996,2017-09-08,58.01411779,59.99,10,580.1411779,599.9,19.75882213,Store,No Discount,Contoso 4G MP3 Player E400 Orange,"Contoso, Ltd",MP4&MP3,Audio,North America,Cheney,United States,September
7078,2018-11-14,57.71963236,75.99,20,1154.392647,1519.8,365.4073527,Store,No Discount,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Computers Accessories,Computers,Europe,Glasgow,United Kingdom,November
104,2018-08-27,76.63046961,75.99,18,1379.348453,1367.82,-11.52845298,Store,Asian Spring Promotion,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Computers Accessories,Computers,Asia,Tehran,Iran,August
7647,2018-11-19,481.0021325,599.0,12,5772.02559,7068.2,1296.17441,Store,Asian Summer Promotion,Litware Home Theater System 5.1 Channel M514 Silver,"Litware, Inc.",Home Theater System,TV and Video,Asia,Tehran,Iran,November
7082,2016-11-07,237.5237647,569.0,10,2375.237647,5690.0,3314.762353,Store,No Discount,Litware Home Theater System 5.1 Channel M515 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,Roanoke,United States,November
7099,2017-08-07,377.9465287,890.0,9,3401.518758,8010.0,4608.481242,Store,North America Spring Promotion,"Fabrikam Business Videographer 1"" 25mm M600 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Calgary,Canada,August
1127,2018-05-22,51.54742308,59.0,13,670.1165001,719.8,49.68349991,Store,North America Holiday Promotion,Adventure Works CRT17 E105 White,Adventure Works,Monitors,Computers,North America,Calgary,Canada,May
126,2016-08-04,122.4227704,409.0,9,1101.804934,3619.65,2517.845066,Store,North America Spring Promotion,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,North America,Denver,United States,August
1627,2016-11-24,416.3283622,409.0,10,4163.283622,4090.0,-73.28362173,Store,No Discount,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Munich,Germany,November
7001,2016-07-07,19.98062057,159.0,12,239.7674469,1896.87,1657.102553,Store,European Spring Promotion,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black","Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Munich,Germany,July
1761,2016-07-03,465.2355022,499.9,36,16748.47808,17926.414,1177.935922,Store,European Spring Promotion,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,Europe,Liverpool,United Kingdom,July
